metrics__yearmonth,metrics__careerlevelgroupcode,metrics__careerlevelcode,metrics__metric,metrics__metricvalue,metrics__type,inputs__input,inputs__careerlevelgroupcode,inputs__value,inputs__modeling_FY,inputs__modeling_quarter,modeldetails__modeling_id,modeldetails__modeling_name,modeldetails__modeling_description,modeldetails__modeling_description_text,modeldetails__flag_modeled,modeldetails__create_timestamp,modeldetails__create_enterpriseid,modeldetails__edit_timestamp,modeldetails__edit_enterpriseid,modeldetails__contractbasedcode,modeldetails__ma_cost,modeldetails__leadership_ma_cost,modeldetails__org_hierarchy,modeldetails__loc_hierarchy,leaderfymetricsupdate__careerlevelgroupcode,leaderfymetricsupdate__avgrate,leaderfymetricsupdate__fy,locked_quarter__locked_quarter,modeling_type__modeling_type,reload_metrics__careerlevelgroupcode,reload_metrics__metric,reload_metrics__metricvalue,reload_metrics__modeling_FY,reload_metrics__modeling_quarter,ispartialfy__ispartialfy,ischargeable__modeling_id,ischargeable__ischargeable
202706,120,10000070,BHC,12,F,pyramid,130,0,27,Q2,,,,,,,,,,,,,,,,,,,,115,BHC,0,26,Q2,,,
202706,125,10000080,BHC,11,F,pyramid,135,0,27,Q2,,,,,,,,,,,,,,,,,,,,120,BHC,1,26,Q2,,,
202706,125,10000090,BHC,1,F,ATM,105,0,27,Q2,,,,,,,,,,,,,,,,,,,,125,BHC,1,26,Q2,,,
202707,115,10000050,JOI,0,F,ATM,110,0,27,Q2,,,,,,,,,,,,,,,,,,,,130,BHC,0,26,Q2,,,
202707,115,10000060,JOI,0,F,ATM,115,0,27,Q2,,,,,,,,,,,,,,,,,,,,135,BHC,0,26,Q2,,,
202707,120,10000070,ATU,0,F,ATM,120,0,27,Q2,,,,,,,,,,,,,,,,,,,,105,AHC,0,26,Q2,,,
202707,120,10000070,JOI,0,F,ATM,125,0,27,Q2,,,,,,,,,,,,,,,,,,,,110,AHC,0,26,Q2,,,
202707,125,10000080,JOI,0,F,ATM,130,0,27,Q2,,,,,,,,,,,,,,,,,,,,115,AHC,0,26,Q2,,,
202707,125,10000080,VJO,0,F,ATM,135,0,27,Q2,,,,,,,,,,,,,,,,,,,,120,AHC,1.0333333333333332,26,Q2,,,
202707,125,10000090,JOI,0,F,ATU,105,0,27,Q2,,,,,,,,,,,,,,,,,,,,125,AHC,1,26,Q2,,,
202707,115,10000050,BHC,2,F,ATU,110,0,27,Q2,,,,,,,,,,,,,,,,,,,,130,AHC,0,26,Q2,,,
202707,115,10000060,BHC,4,F,ATU,115,0,27,Q2,,,,,,,,,,,,,,,,,,,,135,AHC,0,26,Q2,,,
202707,120,10000070,BHC,12,F,ATU,120,0,27,Q2,,,,,,,,,,,,,,,,,,,,105,ATM,0,26,Q2,,,
202707,125,10000080,BHC,11,F,ATU,125,0,27,Q2,,,,,,,,,,,,,,,,,,,,110,ATM,0,26,Q2,,,
202707,125,10000090,BHC,1,F,ATU,130,0,27,Q2,,,,,,,,,,,,,,,,,,,,115,ATM,0,26,Q2,,,
202708,115,10000050,JOI,0,F,ATU,135,0,27,Q2,,,,,,,,,,,,,,,,,,,,120,ATM,0,26,Q2,,,
202708,115,10000060,JOI,0,F,PRO,105,0,27,Q2,,,,,,,,,,,,,,,,,,,,125,ATM,0,26,Q2,,,
202708,120,10000070,ATU,0,F,PRO,110,0,27,Q2,,,,,,,,,,,,,,,,,,,,130,ATM,0,26,Q2,,,
202708,120,10000070,JOI,0,F,PRO,115,0,27,Q2,,,,,,,,,,,,,,,,,,,,135,ATM,0,26,Q2,,,
202708,125,10000080,JOI,0,F,PRO,120,0,27,Q2,,,,,,,,,,,,,,,,,,,,105,PRO,0,26,Q2,,,
202708,125,10000080,VJO,0,F,PRO,125,0,27,Q2,,,,,,,,,,,,,,,,,,,,110,PRO,0,26,Q2,,,
202708,125,10000090,JOI,0,F,PRO,130,0,27,Q2,,,,,,,,,,,,,,,,,,,,115,PRO,0,26,Q2,,,
202708,115,10000050,BHC,2,F,PRO,135,0,27,Q2,,,,,,,,,,,,,,,,,,,,120,PRO,0,26,Q2,,,
202708,115,10000060,BHC,4,F,pyramid,105,0,27,Q3,,,,,,,,,,,,,,,,,,,,125,PRO,0,26,Q2,,,
202708,120,10000070,BHC,12,F,pyramid,110,0,27,Q3,,,,,,,,,,,,,,,,,,,,130,PRO,0,26,Q2,,,
202708,125,10000080,BHC,11,F,pyramid,115,20,27,Q3,,,,,,,,,,,,,,,,,,,,135,PRO,0,26,Q2,,,
202708,125,10000090,BHC,1,F,pyramid,120,40,27,Q3,,,,,,,,,,,,,,,,,,,,105,ATU,0,26,Q2,,,
202412,120,10000070,EPC,7.970583354274867,A,pyramid,125,40,27,Q3,,,,,,,,,,,,,,,,,,,,110,ATU,0,26,Q2,,,
202412,125,10000080,EPC,5.742200391922395,A,pyramid,130,0,27,Q3,,,,,,,,,,,,,,,,,,,,115,ATU,0,26,Q2,,,
202501,120,10000070,EPC,15.941166708549733,A,pyramid,135,0,27,Q3,,,,,,,,,,,,,,,,,,,,120,ATU,0,26,Q2,,,
202501,125,10000080,EPC,11.48440078384479,A,ATM,105,0,27,Q3,,,,,,,,,,,,,,,,,,,,125,ATU,0,26,Q2,,,
202502,120,10000070,EPC,18.376366892129898,A,ATM,110,0,27,Q3,,,,,,,,,,,,,,,,,,,,130,ATU,0,26,Q2,,,
202502,125,10000080,EPC,11.48440078384479,A,ATM,115,0,27,Q3,,,,,,,,,,,,,,,,,,,,135,ATU,0,26,Q2,,,
202503,120,10000070,EPC,18.268100300822905,A,ATM,120,0,27,Q3,,,,,,,,,,,,,,,,,,,,105,JOI,0,26,Q2,,,
202503,125,10000080,EPC,11.416739045625866,A,ATM,125,0,27,Q3,,,,,,,,,,,,,,,,,,,,110,JOI,0,26,Q2,,,
202504,120,10000070,EPC,18.231482832289544,A,ATM,130,0,27,Q3,,,,,,,,,,,,,,,,,,,,115,JOI,0,26,Q2,,,
202504,125,10000080,EPC,11.39385477874137,A,ATM,135,0,27,Q3,,,,,,,,,,,,,,,,,,,,120,JOI,0,26,Q2,,,
202505,120,10000070,EPC,18.231482832289544,A,ATU,105,0,27,Q3,,,,,,,,,,,,,,,,,,,,125,JOI,0,26,Q2,,,
202505,125,10000080,EPC,13.25257693615624,A,ATU,110,0,27,Q3,,,,,,,,,,,,,,,,,,,,130,JOI,0,26,Q2,,,
202506,120,10000070,EPC,18.231482832289544,A,ATU,115,0,27,Q3,,,,,,,,,,,,,,,,,,,,135,JOI,0,26,Q2,,,
202506,125,10000080,EPC,11.39385477874137,A,ATU,120,0,27,Q3,,,,,,,,,,,,,,,,,,,,105,MVO,0,26,Q2,,,
202507,120,10000070,EPC,18.231482832289544,A,ATU,125,0,27,Q3,,,,,,,,,,,,,,,,,,,,110,MVO,0,26,Q2,,,
202507,125,10000080,EPC,11.39385477874137,A,ATU,130,0,27,Q3,,,,,,,,,,,,,,,,,,,,115,MVO,0,26,Q2,,,
202508,120,10000070,EPC,18.231482832289544,A,ATU,135,0,27,Q3,,,,,,,,,,,,,,,,,,,,120,MVO,0,26,Q2,,,
202508,125,10000080,EPC,13.25257693615624,A,PRO,105,0,27,Q3,,,,,,,,,,,,,,,,,,,,125,MVO,0,26,Q2,,,
202509,120,10000070,EPC,18.34251862465754,A,PRO,110,0,27,Q3,,,,,,,,,,,,,,,,,,,,130,MVO,0,26,Q2,,,
202509,125,10000080,EPC,13.332050843321857,A,PRO,115,0,27,Q3,,,,,,,,,,,,,,,,,,,,135,MVO,0,26,Q2,,,
202510,120,10000070,EPC,19.381977044445673,A,PRO,120,0,27,Q3,,,,,,,,,,,,,,,,,,,,105,EHC,0,26,Q3,,,
202510,125,10000080,EPC,12.381461215319854,A,PRO,125,0,27,Q3,,,,,,,,,,,,,,,,,,,,110,EHC,0,26,Q3,,,
202511,120,10000070,EPC,18.249359615336907,A,PRO,130,0,27,Q3,,,,,,,,,,,,,,,,,,,,115,EHC,0,26,Q3,,,
202511,125,10000080,EPC,12.381461215319854,A,PRO,135,0,27,Q3,,,,,,,,,,,,,,,,,,,,120,EHC,0,26,Q3,,,
202512,120,10000070,EPC,17.37047790898303,A,pyramid,105,0,27,Q4,,,,,,,,,,,,,,,,,,,,125,EHC,3,26,Q3,,,
202512,125,10000080,EPC,12.778479544801584,A,pyramid,110,0,27,Q4,,,,,,,,,,,,,,,,,,,,130,EHC,0,26,Q3,,,
202601,120,10000070,EPC,18.282945889749875,A,pyramid,115,20,27,Q4,,,,,,,,,,,,,,,,,,,,135,EHC,0,26,Q3,,,
202601,125,10000080,EPC,12.778479544801584,A,pyramid,120,40,27,Q4,,,,,,,,,,,,,,,,,,,,105,BHC,0,26,Q3,,,
202602,120,10000070,EPC,18.282945889749875,A,pyramid,125,40,27,Q4,,,,,,,,,,,,,,,,,,,,110,BHC,0,26,Q3,,,
202602,125,10000080,EPC,12.778479544801584,A,pyramid,130,0,27,Q4,,,,,,,,,,,,,,,,,,,,115,BHC,0,26,Q3,,,
202412,120,10000070,BB,7.970583354274867,A,pyramid,135,0,27,Q4,,,,,,,,,,,,,,,,,,,,120,BHC,1,26,Q3,,,
202412,125,10000080,BB,5.742200391922395,A,ATM,105,0,27,Q4,,,,,,,,,,,,,,,,,,,,125,BHC,1,26,Q3,,,
202501,120,10000070,BB,15.941166708549733,A,ATM,110,0,27,Q4,,,,,,,,,,,,,,,,,,,,130,BHC,0,26,Q3,,,
202501,125,10000080,BB,11.48440078384479,A,ATM,115,0,27,Q4,,,,,,,,,,,,,,,,,,,,135,BHC,0,26,Q3,,,
202502,120,10000070,BB,18.376366892129898,A,ATM,120,0,27,Q4,,,,,,,,,,,,,,,,,,,,105,AHC,0,26,Q3,,,
202502,125,10000080,BB,11.48440078384479,A,ATM,125,0,27,Q4,,,,,,,,,,,,,,,,,,,,110,AHC,0,26,Q3,,,
202503,120,10000070,BB,18.268100300822905,A,ATM,130,0,27,Q4,,,,,,,,,,,,,,,,,,,,115,AHC,0,26,Q3,,,
202503,125,10000080,BB,11.416739045625866,A,ATM,135,0,27,Q4,,,,,,,,,,,,,,,,,,,,120,AHC,0.5,26,Q3,,,
202504,120,10000070,BB,18.231482832289544,A,ATU,105,0,27,Q4,,,,,,,,,,,,,,,,,,,,125,AHC,2,26,Q3,,,
202504,125,10000080,BB,11.39385477874137,A,ATU,110,0,27,Q4,,,,,,,,,,,,,,,,,,,,130,AHC,0,26,Q3,,,
202505,120,10000070,BB,18.231482832289544,A,ATU,115,0,27,Q4,,,,,,,,,,,,,,,,,,,,135,AHC,0,26,Q3,,,
202505,125,10000080,BB,13.25257693615624,A,ATU,120,0,27,Q4,,,,,,,,,,,,,,,,,,,,105,ATM,0,26,Q3,,,
202506,120,10000070,BB,18.231482832289544,A,ATU,125,0,27,Q4,,,,,,,,,,,,,,,,,,,,110,ATM,0,26,Q3,,,
202506,125,10000080,BB,11.39385477874137,A,ATU,130,0,27,Q4,,,,,,,,,,,,,,,,,,,,115,ATM,0,26,Q3,,,
202507,120,10000070,BB,18.231482832289544,A,ATU,135,0,27,Q4,,,,,,,,,,,,,,,,,,,,120,ATM,0,26,Q3,,,
202507,125,10000080,BB,11.39385477874137,A,PRO,105,0,27,Q4,,,,,,,,,,,,,,,,,,,,125,ATM,0,26,Q3,,,
202508,120,10000070,BB,18.231482832289544,A,PRO,110,0,27,Q4,,,,,,,,,,,,,,,,,,,,130,ATM,0,26,Q3,,,
202508,125,10000080,BB,13.25257693615624,A,PRO,115,0,27,Q4,,,,,,,,,,,,,,,,,,,,135,ATM,0,26,Q3,,,
202509,120,10000070,BB,18.34251862465754,A,PRO,120,0,27,Q4,,,,,,,,,,,,,,,,,,,,105,PRO,0,26,Q3,,,
202509,125,10000080,BB,13.332050843321857,A,PRO,125,0,27,Q4,,,,,,,,,,,,,,,,,,,,110,PRO,0,26,Q3,,,
202510,120,10000070,BB,19.381977044445673,A,PRO,130,0,27,Q4,,,,,,,,,,,,,,,,,,,,115,PRO,0,26,Q3,,,
202510,125,10000080,BB,12.381461215319854,A,PRO,135,0,27,Q4,,,,,,,,,,,,,,,,,,,,120,PRO,0,26,Q3,,,
202511,120,10000070,BB,18.249359615336907,A,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,26,Q3,,,
202511,125,10000080,BB,12.381461215319854,A,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,26,Q3,,,
202512,120,10000070,BB,17.37047790898303,A,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,26,Q3,,,
202512,125,10000080,BB,12.778479544801584,A,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,26,Q3,,,
202601,120,10000070,BB,18.282945889749875,A,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,26,Q3,,,
202601,125,10000080,BB,12.778479544801584,A,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,26,Q3,,,
202602,120,10000070,BB,18.282945889749875,A,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,1,26,Q3,,,
202602,125,10000080,BB,12.778479544801584,A,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,26,Q3,,,
202603,120,10000070,EPC,17.387848386892014,F,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,26,Q3,,,
202603,125,10000080,EPC,12.791258024346387,F,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,26,Q3,,,
202603,120,10000070,BB,17.387848386892014,F,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,26,Q3,,,
202603,125,10000080,BB,12.791258024346387,F,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,26,Q3,,,
202604,120,10000070,EPC,8.693924193446007,F,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,0,26,Q3,,,
202604,125,10000080,EPC,25.582516048692774,F,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,0,26,Q3,,,
202604,120,10000070,BB,8.693924193446007,F,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,2,26,Q3,,,
202604,125,10000080,BB,25.582516048692774,F,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,26,Q3,,,
202605,125,10000080,EPC,38.37377407303916,F,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,26,Q3,,,
202605,125,10000080,BB,38.37377407303916,F,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,26,Q3,,,
202606,120,10000070,EPC,8.932996502178256,F,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,26,Q3,,,
202606,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,26,Q3,,,
202606,120,10000070,BB,8.932996502178256,F,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,26,Q3,,,
202606,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,26,Q3,,,
202607,120,10000070,EPC,26.798989506534767,F,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,26,Q3,,,
202607,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,26,Q3,,,
202607,120,10000070,BB,26.798989506534767,F,,,,,,,,,,,,,,,,,,,,,,,,,105,EHC,0,26,Q4,,,
202607,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,110,EHC,0,26,Q4,,,
202608,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,115,EHC,6,26,Q4,,,
202608,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,120,EHC,12,26,Q4,,,
202608,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,125,EHC,12,26,Q4,,,
202608,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,130,EHC,0,26,Q4,,,
202609,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,135,EHC,0,26,Q4,,,
202609,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,105,BHC,0,26,Q4,,,
202609,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,110,BHC,0,26,Q4,,,
202609,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,115,BHC,0,26,Q4,,,
202610,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,120,BHC,0,26,Q4,,,
202610,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,125,BHC,3,26,Q4,,,
202610,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,130,BHC,0,26,Q4,,,
202610,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,135,BHC,0,26,Q4,,,
202611,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,105,AHC,0,26,Q4,,,
202611,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,110,AHC,0,26,Q4,,,
202611,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,115,AHC,3,26,Q4,,,
202611,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,120,AHC,6,26,Q4,,,
202612,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,125,AHC,7.5,26,Q4,,,
202612,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,130,AHC,0,26,Q4,,,
202612,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,135,AHC,0,26,Q4,,,
202612,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,105,ATM,0,26,Q4,,,
202701,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,110,ATM,0,26,Q4,,,
202701,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,115,ATM,0,26,Q4,,,
202701,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,120,ATM,0,26,Q4,,,
202701,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,125,ATM,0,26,Q4,,,
202702,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,130,ATM,0,26,Q4,,,
202702,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,135,ATM,0,26,Q4,,,
202702,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,105,PRO,0,26,Q4,,,
202702,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,110,PRO,0,26,Q4,,,
202703,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,115,PRO,0,26,Q4,,,
202703,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,120,PRO,0,26,Q4,,,
202703,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,26,Q4,,,
202703,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,26,Q4,,,
202704,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,26,Q4,,,
202704,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,26,Q4,,,
202704,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,26,Q4,,,
202704,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,26,Q4,,,
202705,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,0,26,Q4,,,
202705,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,26,Q4,,,
202705,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,26,Q4,,,
202705,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,26,Q4,,,
202706,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,26,Q4,,,
202706,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,26,Q4,,,
202706,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,6,26,Q4,,,
202706,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,12,26,Q4,,,
202707,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,9,26,Q4,,,
202707,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,26,Q4,,,
202707,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,26,Q4,,,
202707,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,26,Q4,,,
202708,120,10000070,EPC,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,26,Q4,,,
202708,125,10000080,EPC,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,26,Q4,,,
202708,120,10000070,BB,35.73198600871302,F,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,26,Q4,,,
202708,125,10000080,BB,39.42900604404337,F,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,26,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,26,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,26,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,EHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,EHC,6,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,EHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,EHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,EHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,EHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,BHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,BHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,BHC,6,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,BHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,BHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,BHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,BHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,AHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,AHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,AHC,6,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,AHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,AHC,12,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,AHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,AHC,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATM,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,27,Q1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,EHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,EHC,6,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,EHC,12,27,Q2,,,
